97,Orlando,Seattle,7/17/2022 20:45,7/17/2022 0:45,98
98,Philadelphia,Phoenix,7/18/2022 19:00,7/18/2022 23:00,99
99,Phoenix,Philadelphia,7/19/2022 21:00,7/19/2022 1:00,100
100,Las Vegas,Boston,7/20/2022 19:15,7/20/2022 23:15,101
101,Boston,Las Vegas,7/21/2022 21:15,7/21/2022 1:15,102
102,"Washington, D.C.",Seattle,7/22/2022 19:30,7/22/2022 23:30,103
103,Seattle,"Washington, D.C.",7/23/2022 21:30,7/23/2022 1:30,104
104,Miami,Dallas,7/24/2022 19:45,7/24/2022 23:45,105
105,Dallas,Miami,7/25/2022 21:45,7/26/2022 1:45,106
106,New York,Houston,7/26/2022 20:00,7/26/2022 0:00,107
107,Houston,New York,7/27/2022 22:00,7/28/2022 2:00,108
108,Dallas,New York,7/28/2022 20:15,7/28/2022 0:15,109
109,New York,Dallas,7/29/2022 22:15,7/30/2022 2:15,110
110,Los Angeles,Chicago,7/30/2022 20:30,7/30/2022 0:30,111
111,Chicago,Los Angeles,7/31/2022 22:30,8/1/2022 2:30,112
112,San Francisco,Denver,8/1/2022 20:45,8/1/2022 0:45,113
113,Denver,San Francisco,8/2/2022 22:45,8/3/2022 2:45,114
114,Atlanta,Houston,8/3/2022 21:00,8/3/2022 1:00,115
115,Houston,Atlanta,8/4/2022 23:00,8/5/2022 3:00,116
116,Seattle,Orlando,8/5/2022 21:15,8/5/2022 1:15,117
117,Orlando,Miami,8/6/2022 23:15,8/7/2022 3:15,118
118,Miami,Orlando,8/7/2022 1:15,8/7/2022 5:15,119
119,Philadelphia,Phoenix,8/8/2022 23:30,8/9/2022 3:30,120
120,Phoenix,Philadelphia,8/9/2022 1:30,8/9/2022 5:30,121
121,Las Vegas,Boston,8/10/2022 23:45,8/11/2022 3:45,122
122,Boston,Las Vegas,8/11/2022 1:45,8/11/2022 5:45,123
123,"Washington, D.C.",Seattle,8/12/2022 0:00,8/12/2022 4:00,124
124,Seattle,"Washington, D.C.",8/12/2022 2:00,8/12/2022 6:00,125
125,Miami,Dallas,8/13/2022 0:15,8/13/2022 4:15,126
126,Dallas,Miami,8/13/2022 2:15,8/13/2022 6:15,127
127,New York,Houston,8/14/2022 0:30,8/14/2022 4:30,128
128,Houston,New York,8/14/2022 2:30,8/14/2022 6:30,129
129,Dallas,New York,8/15/2022 0:45,8/15/2022 4:45,130
130,New York,Dallas,8/15/2022 2:45,8/15/2022 6:45,131
131,Dallas,New York,8/15/2022 4:45,8/15/2022 8:45,132
132,Los Angeles,Chicago,8/16/2022 3:00,8/16/2022 7:00,133
133,Chicago,Los Angeles,8/16/2022 5:00,8/16/2022 9:00,134
134,San Francisco,Denver,8/17/2022 3:15,8/17/2022 7:15,135
135,Denver,San Francisco,8/17/2022 5:15,8/17/2022 9:15,136
136,Atlanta,Houston,8/18/2022 3:30,8/18/2022 7:30,137
137,Houston,Atlanta,8/18/2022 5:30,8/18/2022 9:30,138
138,Seattle,Orlando,8/19/2022 3:45,8/19/2022 7:45,139
139,Orlando,Seattle,8/19/2022 5:45,8/19/2022 9:45,140
140,Philadelphia,Phoenix,8/20/2022 4:00,8/20/2022 8:00,141
141,Phoenix,Philadelphia,8/20/2022 6:00,8/20/2022 10:00,142
142,Las Vegas,Boston,8/21/2022 4:15,8/21/2022 8:15,143
143,Boston,Las Vegas,8/21/2022 6:15,8/21/2022 10:15,144
144,"Washington, D.C.",Seattle,8/22/2022 4:30,8/22/2022 8:30,145
145,Seattle,"Washington, D.C.",8/22/2022 6:30,8/22/2022 10:30,146
146,Miami,Dallas,8/23/2022 4:45,8/23/2022 8:45,147
147,Dallas,Miami,8/23/2022 6:45,8/23/2022 10:45,148
148,New York,Houston,8/24/2022 5:00,8/24/2022 9:00,149
149,Houston,New York,8/24/2022 7:00,8/24/2022 11:00,150
150,Dallas,New York,8/25/2022 5:15,8/25/2022 9:15,151
151,New York,Dallas,8/25/2022 7:15,8/25/2022 11:15,152
152,Los Angeles,Chicago,8/26/2022 5:30,8/26/2022 9:30,153
153,Chicago,Los Angeles,8/26/2022 7:30,8/26/2022 11:30,154
154,San Francisco,Denver,8/27/2022 5:45,8/27/2022 9:45,155
155,Tehran,Shiraz,9/1/2022 8:00,9/1/2022 10:30,156
156,Shiraz,Tehran,9/2/2022 10:30,9/2/2022 13:00,157
157,Isfahan,Mashhad,9/3/2022 12:00,9/3/2022 15:30,158
158,Mashhad,Isfahan,9/4/2022 14:30,9/4/2022 17:00,159
159,Tabriz,Yazd,9/5/2022 16:00,9/5/2022 18:30,160
160,Yazd,Tabriz,9/6/2022 18:30,9/6/2022 21:00,161
161,Rasht,Kerman,9/7/2022 20:00,9/7/2022 22:30,162
162,Kerman,Rasht,9/8/2022 22:30,9/9/2022 1:00,163
163,Ahvaz,Qom,9/10/2022 0:00,9/10/2022 2:30,164
164,Qom,Ahvaz,9/11/2022 2:30,9/11/2022 5:00,165
165,Hamadan,Kish Island,9/12/2022 4:00,9/12/2022 6:30,166
166,Kish Island,Hamadan,9/13/2022 6:30,9/13/2022 9:00,167
167,Zahedan,Bandar Abbas,9/14/2022 8:00,9/14/2022 10:30,168
168,Bandar Abbas,Zahedan,9/15/2022 10:30,9/15/2022 13:00,169
169,Kermanshah,Gorgan,9/16/2022 12:00,9/16/2022 14:30,170
170,Tbilisi,Batumi,10/1/2022 8:00,10/1/2022 10:30,171
171,Batumi,Tbilisi,10/2/2022 10:30,10/2/2022 13:00,172
172,Kutaisi,Rustavi,10/3/2022 12:00,10/3/2022 15:30,173
173,Rustavi,Kutaisi,10/4/2022 14:30,10/4/2022 17:00,174
174,Poti,Gori,10/5/2022 16:00,10/5/2022 18:30,175
175,Gori,Poti,10/6/2022 18:30,10/6/2022 21:00,176
176,Telavi,Zugdidi,10/7/2022 20:00,10/7/2022 22:30,177
177,Zugdidi,Telavi,10/8/2022 22:30,10/9/2022 1:00,178
178,Senaki,Khashuri,10/10/2022 0:00,10/10/2022 2:30,179
179,Khashuri,Senaki,10/11/2022 2:30,10/11/2022 5:00,180
180,Ozurgeti,Marneuli,10/12/2022 4:00,10/12/2022 6:30,181
181,Marneuli,Ozurgeti,10/13/2022 6:30,10/13/2022 9:00,182
182,Ambrolauri,Akhaltsikhe,10/14/2022 8:00,10/14/2022 10:30,183
183,Akhaltsikhe,Ambrolauri,10/15/2022 10:30,10/15/2022 13:00,184
184,Khoni,Tsalka,10/16/2022 12:00,10/16/2022 14:30,185
185,Tsalka,Khoni,10/17/2022 14:30,10/17/2022 17:00,186
186,Sagarejo,Kobuleti,10/18/2022 16:00,10/18/2022 18:30,187
187,Kobuleti,Sagarejo,10/19/2022 18:30,10/19/2022 21:00,188
188,Borjomi,Lentekhi,10/20/2022 20:00,10/20/2022 22:30,189
189,Lentekhi,Borjomi,10/21/2022 22:30,10/22/2022 1:00,190
190,Martvili,Dmanisi,10/23/2022 0:00,10/23/2022 2:30,191
191,Dmanisi,Martvili,10/24/2022 2:30,10/24/2022 5:00,192
192,Gardabani,Zestaponi,10/25/2022 4:00,10/25/2022 6:30,193
193,Zestaponi,Gardabani,10/26/2022 6:30,10/26/2022 9:00,194
194,Tskaltubo,Samtredia,10/27/2022 8:00,10/27/2022 10:30,195
195,Samtredia,Tskaltubo,10/28/2022 10:30,10/28/2022 13:00,196
196,Dusheti,Abasha,10/29/2022 12:00,10/29/2022 15:30,197
197,Abasha,Dusheti,10/30/2022 14:30,10/30/2022 17:00,198
198,Mtskheta,Tianeti,10/31/2022 16:00,10/31/2022 18:30,199
199,Vladikafdast,Syktyvkar,11/1/2022 18:30,11/1/2022 21:00,200
200,Montreal,Laval,1/1/2022 8:00,1/1/2022 12:00,1
